UKBPPP ProteinID,Olink ID,Assay Target,Protein panel,Gene symbol,UniProt,Gene CHROM,Gene start,Gene end,Dilution factor,% of samples below LOD,Coefficient of variation (median %),% of data failing QC,ICC (interclass correlation) of sample age 
DHRS4L2:Q6PKH6:OID31072:v1,OID31072,DHRS4L2,Neurology_II,DHRS4L2,Q6PKH6,14,23969874,24006408,1:01,34.19%,6.49,0.00%,0.023969
DIABLO:Q9NR28:OID20184:v1,OID20184,DIABLO,Cardiometabolic,DIABLO,Q9NR28,12,122207663,122227456,1:10,0.43%,19.18,0.30%,0.063866
DIPK1C:Q0P6D2:OID30932:v1,OID30932,DIPK1C,Neurology_II,DIPK1C,Q0P6D2,18,74434775,74457944,1:01,91.92%,7.92,0.00%,0.004285
DIPK2B:Q9H7Y0:OID30582:v1,OID30582,DIPK2B,Inflammation_II,DIPK2B,Q9H7Y0,X,45148373,45200901,1:10,0.10%,5.77,0.00%,0.006349
DKK1:O94907:OID21066:v1,OID21066,DKK1,Neurology,DKK1,O94907,10,52314281,52318042,1:10,0.03%,5.83,0.00%,0.01187
DKK3:Q9UBP4:OID20264:v1,OID20264,DKK3,Cardiometabolic,DKK3,Q9UBP4,11,11956207,12009769,0.111111111,0.03%,4.76,0.00%,0.004728
DKK4:Q9UBT3:OID20934:v1,OID20934,DKK4,Neurology,DKK4,Q9UBT3,8,42374063,42377229,1:01,0.02%,7.94,0.15%,0.005068
DKKL1:Q9UK85:OID21313:v1,OID21313,DKKL1,Oncology,DKKL1,Q9UK85,19,49361783,49375116,1:01,0.04%,5.25,0.00%,0.004216
DLG4:P78352:OID31071:v1,OID31071,DLG4,Neurology_II,DLG4,P78352,17,7187187,7219841,1:01,4.26%,7.13,0.00%,0.068264
DLGAP5:Q15398:OID30976:v1,OID30976,DLGAP5,Neurology_II,DLGAP5,Q15398,14,55148112,55191608,1:01,62.09%,5.63,0.00%,0.003314
DLK1:P80370:OID20295:v1,OID20295,DLK1,Cardiometabolic,DLK1,P80370,14,100725705,100738224,0.111111111,0.02%,4.06,0.00%,0.00441
DLL1:O00548:OID21525:v1,OID21525,DLL1,Oncology,DLL1,O00548,6,170282206,170306565,1:10,0.04%,4.98,0.00%,0.004092
DLL4:Q9NR61:OID30255:v1,OID30255,DLL4,Cardiometabolic_II,DLL4,Q9NR61,15,40929340,40939073,1:01,78.33%,9.94,0.00%,0.003235
DMD:P11532:OID30223:v1,OID30223,DMD,Cardiometabolic_II,DMD,P11532,X,31097677,33339609,1:01,0.32%,7.31,0.00%,0.05977
DMP1:Q13316:OID30213:v1,OID30213,DMP1,Cardiometabolic_II,DMP1,Q13316,4,87650280,87664361,1:01,0.03%,4.96,0.00%,0.00761
DNAJA1:P31689:OID31204:v1,OID31204,DNAJA1,Oncology_II,DNAJA1,P31689,9,33025273,33039907,1:01,88.97%,7.72,0.00%,0.003127
DNAJA2:O60884:OID20627:v1,OID20627,DNAJA2,Inflammation,DNAJA2,O60884,16,46955362,46973674,1:01,0.02%,10.12,0.30%,0.0837
DNAJA4:Q8WW22:OID31130:v1,OID31130,DNAJA4,Neurology_II,DNAJA4,Q8WW22,15,78264086,78282196,1:01,0.07%,6.86,0.00%,0.07323
DNAJB1:P25685:OID21363:v1,OID21363,DNAJB1,Oncology,DNAJB1,P25685,19,14514769,14560391,1:01,0.03%,8.22,0.00%,0.077072
DNAJB14:Q8TBM8:OID31434:v1,OID31434,DNAJB14,Oncology_II,DNAJB14,Q8TBM8,4,99896248,99946618,1:01,0.77%,5.99,0.00%,0.06031
DNAJB2:P25686:OID30661:v1,OID30661,DNAJB2,Inflammation_II,DNAJB2,P25686,2,219279342,219286898,1:10,0.07%,5.03,0.00%,0.083619
DNAJB6:O75190:OID30613:v1,OID30613,DNAJB6,Inflammation_II,DNAJB6,O75190,7,157335381,157417439,1:10,0.08%,6.62,0.75%,0.073923
DNAJB8:Q8NHS0:OID20093:v1,OID20093,DNAJB8,Cardiometabolic,DNAJB8,Q8NHS0,3,128462437,128466968,1:01,50.67%,6.64,0.00%,0.015478
DNAJC21:Q5F1R6:OID31104:v1,OID31104,DNAJC21,Neurology_II,DNAJC21,Q5F1R6,5,34929559,34958964,1:01,29.24%,6.89,0.00%,0.060703
DNAJC6:O75061:OID30247:v1,OID30247,DNAJC6,Cardiometabolic_II,DNAJC6,O75061,1,65248219,65415871,1:01,0.06%,7.27,0.00%,0.072155
DNAJC9:Q8WXX5:OID31472:v1,OID31472,DNAJC9,Oncology_II,DNAJC9,Q8WXX5,10,73183362,73247255,1:01,0.08%,4.85,0.00%,0.087376
DNER:Q8NFT8:OID20712:v1,OID20712,DNER,Inflammation,DNER,Q8NFT8,2,229357629,229714555,1:10,0.02%,3.78,0.60%,0.008611
DNLZ:Q5SXM8:OID30822:v1,OID30822,DNLZ,Neurology_II,DNLZ,Q5SXM8,9,136359480,136363744,1:01,68.12%,7.72,0.00%,0.006031
DNM1:Q05193:OID31458:v1,OID31458,DNM1,Oncology_II,DNM1,Q05193,9,128191655,128255248,1:01,0.04%,14.4,0.00%,0.051597
DNM3:Q9UQ16:OID31000:v1,OID31000,DNM3,Neurology_II,DNM3,Q9UQ16,1,171817887,172418466,1:01,0.13%,8.18,0.00%,0.029177
DNMBP:Q6XZF7:OID20956:v1,OID20956,DNMBP,Neurology,DNMBP,Q6XZF7,10,99875577,100009947,1:01,0.03%,5.14,0.00%,0.106584
DNPEP:Q9ULA0:OID31118:v1,OID31118,DNPEP,Neurology_II,DNPEP,Q9ULA0,2,219372043,219400022,1:01,0.05%,5.12,0.00%,0.045146
DNPH1:O43598:OID20744:v1,OID20744,DNPH1,Inflammation,DNPH1,O43598,6,43225629,43229481,1:10,0.02%,5.94,0.15%,0.071589
DOC2B:Q14184:OID30927:v1,OID30927,DOC2B,Neurology_II,DOC2B,Q14184,17,142789,181650,1:01,86.97%,4.64,0.00%,0.005247
DOCK9:Q9BZ29:OID30836:v1,OID30836,DOCK9,Neurology_II,DOCK9,Q9BZ29,13,98793429,99086625,1:01,75.53%,9.24,0.00%,0.002584
DOK1:Q99704:OID31111:v1,OID31111,DOK1,Neurology_II,DOK1,Q99704,2,74549026,74557551,1:01,0.18%,5.94,0.00%,0.096976
DOK2:O60496:OID20138:v1,OID20138,DOK2,Cardiometabolic,DOK2,O60496,8,21908873,21913690,1:10,0.13%,10.03,0.00%,0.086524
DPEP1:P16444:OID20897:v1,OID20897,DPEP1,Neurology,DPEP1,P16444,16,89613308,89638456,1:01,0.01%,5.01,0.15%,0.002322
DPEP2:Q9H4A9:OID21305:v1,OID21305,DPEP2,Oncology,DPEP2,Q9H4A9,16,67987394,68000586,1:01,0.04%,6.05,0.00%,0.039454
DPP10:Q8N608:OID20527:v1,OID20527,DPP10,Inflammation,DPP10,Q8N608,2,114442299,115845780,1:01,0.03%,6.52,0.00%,0.005043
DPP4:P27487:OID20406:v1,OID20406,DPP4,Cardiometabolic,DPP4,P27487,2,161992245,162074394,0.736111111,0.03%,4.18,2.25%,0.003997
DPP6:P42658:OID21354:v1,OID21354,DPP6,Oncology,DPP6,P42658,7,153887097,154894285,1:01,0.03%,6.56,0.00%,0.010862
DPP7:Q9UHL4:OID20142:v1,OID20142,DPP7,Cardiometabolic,DPP7,Q9UHL4,9,137110546,137115177,1:10,2.06%,7.55,1.05%,0.014788
DPT:Q07507:OID20278:v1,OID20278,DPT,Cardiometabolic,DPT,Q07507,1,168695468,168729206,0.111111111,0.02%,4.36,0.00%,0.003777
DPY30:Q9C005:OID21410:v1,OID21410,DPY30,Oncology,DPY30,Q9C005,2,31867809,32039805,1:01,0.04%,8.06,0.30%,0.045744
DRAXIN:Q8NBI3:OID20917:v1,OID20917,DRAXIN,Neurology,DRAXIN,Q8NBI3,1,11691710,11725857,1:01,0.01%,6.57,0.00%,0.00372
DRG2:P55039:OID21335:v1,OID21335,DRG2,Oncology,DRG2,P55039,17,18087892,18107970,1:01,2.01%,8.24,0.00%,0.077445
DSC2:Q02487:OID21079:v1,OID21079,DSC2,Neurology,DSC2,Q02487,18,31058840,31102522,0.111111111,0.19%,5.78,1.05%,0.003332
DSCAM:O60469:OID30993:v1,OID30993,DSCAM,Neurology_II,DSCAM,O60469,21,40010999,40847158,1:01,10.04%,7.52,0.00%,0.00436
DSG2:Q14126:OID21113:v1,OID21113,DSG2,Neurology,DSG2,Q14126,18,31498177,31549008,0.111111111,0.03%,5.54,0.00%,0.006385
DSG3:P32926:OID21460:v1,OID21460,DSG3,Oncology,DSG3,P32926,18,31447741,31478702,1:01,0.02%,4.03,0.30%,0.007682
DSG4:Q86SJ6:OID21325:v1,OID21325,DSG4,Oncology,DSG4,Q86SJ6,18,31376777,31414912,1:01,0.59%,5.22,0.30%,0.00646
DTD1:Q8TEA8:OID30580:v1,OID30580,DTD1,Inflammation_II,DTD1,Q8TEA8,20,18587942,18766644,1:10,2.61%,7.06,0.00%,0.068126
DTNB:O60941:OID31395:v1,OID31395,DTNB,Oncology_II,DTNB,O60941,2,25377198,25673647,1:01,0.08%,6.37,0.15%,0.034858
DTX2:Q86UW9:OID30882:v1,OID30882,DTX2,Neurology_II,DTX2,Q86UW9,7,76461676,76505995,1:01,65.89%,7.55,0.00%,0.007617
DTX3:Q8N9I9:OID21349:v1,OID21349,DTX3,Oncology,DTX3,Q8N9I9,12,57604622,57609804,1:01,0.06%,5.76,0.00%,0.028999
DTYMK:P23919:OID30308:v1,OID30308,DTYMK,Cardiometabolic_II,DTYMK,P23919,2,241675747,241686944,1:10,0.08%,5.76,0.00%,0.066161
DUOX2:Q9NRD8:OID20059:v1,OID20059,DUOX2,Cardiometabolic,DUOX2,Q9NRD8,15,45092650,45114172,1:01,82.62%,8.27,0.00%,0.002372
DUSP13:Q6B8I1:OID31394:v1,OID31394,DUSP13,Oncology_II,DUSP13,Q6B8I1,10,75094432,75109221,1:01,22.81%,9.93,0.00%,0.007418
DUSP29:Q68J44:OID30935:v1,OID30935,DUSP29,Neurology_II,DUSP29,Q68J44,10,75037472,75073642,1:01,42.20%,8.35,0.00%,0.004119
DUSP3:P51452:OID20827:v1,OID20827,DUSP3,Neurology,DUSP3,P51452,17,43766125,43778977,1:01,16.20%,11.03,0.00%,0.02086
DUT:P33316:OID31457:v1,OID31457,DUT,Oncology_II,DUT,P33316,15,48331011,48343373,1:01,0.08%,18.97,0.00%,0.048208
DXO:O77932:OID31080:v1,OID31080,DXO,Neurology_II,DXO,O77932,6,31969810,31972290,1:01,0.49%,5.82,0.00%,0.067545
DYNC1H1:Q14204:OID31341:v1,OID31341,DYNC1H1,Oncology_II,DYNC1H1,Q14204,14,101964573,102056443,1:01,52.47%,5.8,0.00%,0.009852
DYNLT1:P63172:OID30925:v1,OID30925,DYNLT1,Neurology_II,DYNLT1,P63172,6,158636474,158644743,1:01,3.29%,9.51,0.00%,0.03056
DYNLT3:P51808:OID31415:v1,OID31415,DYNLT3,Oncology_II,DYNLT3,P51808,X,37836757,37847571,1:01,22.95%,9.1,0.00%,0.046222
EBAG9:O00559:OID20918:v1,OID20918,EBAG9,Neurology,EBAG9,O00559,8,109539711,109565996,1:01,0.03%,9.2,0.00%,0.084438
EBI3_IL27:Q14213_Q8NEV9:OID21389:v1,OID21389,EBI3_IL27,Oncology,EBI3;IL27,Q14213;Q8NEV9,19;16,4229523;28499362,4237528;28512051,1:01,0.03%,4.12,0.15%,0.003057
ECE1:P42892:OID20891:v1,OID20891,ECE1,Neurology,ECE1,P42892,1,21217247,21345572,1:01,0.06%,12.89,0.00%,0.003493
ECHDC3:Q96DC8:OID30293:v1,OID30293,ECHDC3,Cardiometabolic_II,ECHDC3,Q96DC8,10,11742366,11764070,1:10,5.74%,5.4,0.00%,0.001991
ECHS1:P30084:OID30239:v1,OID30239,ECHS1,Cardiometabolic_II,ECHS1,P30084,10,133362485,133373354,1:01,0.10%,11.41,0.00%,0.030197
ECI2:O75521:OID30142:v1,OID30142,ECI2,Cardiometabolic_II,ECI2,O75521,6,4115693,4135597,1:01,17.79%,8.7,0.00%,0.023339
ECM1:Q16610:OID30736:v1,OID30736,ECM1,Inflammation_II,ECM1,Q16610,1,150508062,150513789,1:100000,0.14%,7.62,2.25%,0.003736
ECSCR:Q19T08:OID30831:v1,OID30831,ECSCR,Neurology_II,ECSCR,Q19T08,5,139448560,139462743,1:01,92.78%,7.18,0.00%,0.00369
EDA2R:Q9HAV5:OID21451:v1,OID21451,EDA2R,Oncology,EDA2R,Q9HAV5,X,66595637,66639298,1:01,0.03%,3.72,0.00%,0.004633
EDAR:Q9UNE0:OID20525:v1,OID20525,EDAR,Inflammation,EDAR,Q9UNE0,2,108894471,108989372,1:01,0.01%,5.63,0.00%,0.033284
EDDM3B:P56851:OID31365:v1,OID31365,EDDM3B,Oncology_II,EDDM3B,P56851,14,20768404,20770948,1:01,28.12%,6.3,0.00%,0.00972
EDEM2:Q9BV94:OID30136:v1,OID30136,EDEM2,Cardiometabolic_II,EDEM2,Q9BV94,20,35115364,35147336,1:01,87.90%,6.41,0.00%,0.002216
EDF1:O60869:OID31010:v1,OID31010,EDF1,Neurology_II,EDF1,O60869,9,136862119,136866308,1:01,0.71%,8.84,0.00%,0.021168
EDIL3:O43854:OID20081:v1,OID20081,EDIL3,Cardiometabolic,EDIL3,O43854,5,83940554,84384880,1:01,0.01%,8.79,0.00%,0.015599
EDN1:P05305:OID30224:v1,OID30224,EDN1,Cardiometabolic_II,EDN1,P05305,6,12290361,12297194,1:01,0.04%,6.21,0.00%,0.006807
EDNRB:P24530:OID30421:v1,OID30421,EDNRB,Inflammation_II,EDNRB,P24530,13,77895481,77975529,1:01,87.04%,6.83,0.00%,0.003837
EEF1D:P29692:OID30335:v1,OID30335,EEF1D,Cardiometabolic_II,EEF1D,P29692,8,143579697,143599541,1:10,0.11%,9.91,0.00%,0.097354
EFCAB14:O75071:OID31460:v1,OID31460,EFCAB14,Oncology_II,EFCAB14,O75071,1,46674659,46719146,1:01,0.08%,4.76,0.00%,0.004376
EFCAB2:Q5VUJ9:OID31313:v1,OID31313,EFCAB2,Oncology_II,EFCAB2,Q5VUJ9,1,244969682,245127164,1:01,67.26%,5.87,0.00%,0.032305
EFEMP1:Q12805:OID20414:v1,OID20414,EFEMP1,Cardiometabolic,EFEMP1,Q12805,2,55865967,55924139,0.736111111,0.03%,6.43,0.45%,0.005876
EFHD1:Q9BUP0:OID31044:v1,OID31044,EFHD1,Neurology_II,EFHD1,Q9BUP0,2,232606057,232682776,1:01,0.02%,6.58,0.00%,0.009981
EFNA1:P20827:OID21125:v1,OID21125,EFNA1,Neurology,EFNA1,P20827,1,155127876,155134899,0.111111111,0.04%,5.53,0.15%,0.007397
EFNA4:P52798:OID20935:v1,OID20935,EFNA4,Neurology,EFNA4,P52798,1,155063737,155069553,1:01,0.02%,5.84,0.15%,0.00403
EFNB2:P52799:OID30954:v1,OID30954,EFNB2,Neurology_II,EFNB2,P52799,13,106489745,106535662,1:01,44.27%,12.48,0.00%,0.002621
EGF:P01133:OID20698:v1,OID20698,EGF,Inflammation,EGF,P01133,4,109912883,110013766,1:10,0.02%,5.74,0.60%,0.04142
EGFL7:Q9UHF1:OID21252:v1,OID21252,EGFL7,Oncology,EGFL7,Q9UHF1,9,136658856,136672678,1:01,0.04%,7.84,0.00%,0.009598
EGFLAM:Q63HQ2:OID31496:v1,OID31496,EGFLAM,Oncology_II,EGFLAM,Q63HQ2,5,38258409,38465480,1:01,0.05%,6.21,0.00%,0.003287
EGFR:P00533:OID20319:v1,OID20319,EGFR,Cardiometabolic,EGFR,P00533,7,55019017,55211628,0.111111111,0.03%,4.24,0.00%,0.006328
EGLN1:Q9GZT9:OID20572:v1,OID20572,EGLN1,Inflammation,EGLN1,Q9GZT9,1,231363751,231422287,1:01,0.03%,6.54,0.00%,0.073702
EHBP1:Q8NDI1:OID30302:v1,OID30302,EHBP1,Cardiometabolic_II,EHBP1,Q8NDI1,2,62673851,63046487,1:10,0.40%,6.48,0.00%,0.098807
EHD3:Q9NZN3:OID30229:v1,OID30229,EHD3,Cardiometabolic_II,EHD3,Q9NZN3,2,31234152,31269451,1:01,0.08%,9.63,0.00%,0.062882
EIF1AX:P47813:OID31125:v1,OID31125,EIF1AX,Neurology_II,EIF1AX,P47813,X,20124525,20141838,1:01,71.70%,6.07,0.00%,0.007947
EIF2AK2:P19525:OID31442:v1,OID31442,EIF2AK2,Oncology_II,EIF2AK2,P19525,2,37099210,37157522,1:01,0.09%,9.26,0.30%,0.087623
EIF2AK3:Q9NZJ5:OID30060:v1,OID30060,EIF2AK3,Cardiometabolic_II,EIF2AK3,Q9NZJ5,2,88556741,88691518,1:01,51.82%,10.59,0.00%,0.09609
EIF2S2:P20042:OID30270:v1,OID30270,EIF2S2,Cardiometabolic_II,EIF2S2,P20042,20,34088309,34112243,1:01,84.86%,7.08,0.00%,0.025487
EIF4B:P23588:OID21000:v1,OID21000,EIF4B,Neurology,EIF4B,P23588,12,53006282,53042215,1:01,0.03%,6.06,0.00%,0.085089
EIF4E:P06730:OID30557:v1,OID30557,EIF4E,Inflammation_II,EIF4E,P06730,4,98879276,98929133,1:01,0.05%,10.47,0.00%,0.079465
EIF4EBP1:Q13541:OID20162:v1,OID20162,EIF4EBP1,Cardiometabolic,EIF4EBP1,Q13541,8,38030534,38060365,1:10,0.02%,7.35,0.00%,0.079521
EIF4G1:Q04637:OID20625:v1,OID20625,EIF4G1,Inflammation,EIF4G1,Q04637,3,184314495,184335358,1:01,0.02%,8.75,0.00%,0.103453
EIF4G3:O43432:OID31022:v1,OID31022,EIF4G3,Neurology_II,EIF4G3,O43432,1,20806292,21177285,1:01,41.69%,9.84,0.00%,0.083834
EIF5:P55010:OID30156:v1,OID30156,EIF5,Cardiometabolic_II,EIF5,P55010,14,103333544,103345025,1:01,74.70%,7.73,0.00%,0.020203
EIF5A:P63241:OID20423:v1,OID20423,EIF5A,Inflammation,EIF5A,P63241,17,7306999,7312463,1:01,61.60%,7.1,0.00%,0.003984
ELAC1:Q9H777:OID31029:v1,OID31029,ELAC1,Neurology_II,ELAC1,Q9H777,18,50967991,50988121,1:01,0.08%,6.06,0.00%,0.071321
ELAVL4:P26378:OID30854:v1,OID30854,ELAVL4,Neurology_II,ELAVL4,P26378,1,50024029,50203772,1:01,20.04%,13.5,0.00%,0.00278
ELN:P15502:OID30301:v1,OID30301,ELN,Cardiometabolic_II,ELN,P15502,7,74027789,74069907,1:10,0.06%,7.69,0.00%,0.009751
ELOA:Q14241:OID21337:v1,OID21337,ELOA,Oncology,ELOA,Q14241,1,23743448,23762059,1:01,0.03%,6.47,0.00%,0.071896
ELOB:Q15370:OID30127:v1,OID30127,ELOB,Cardiometabolic_II,ELOB,Q15370,16,2771414,2777289,1:01,36.85%,7.96,0.00%,0.030045
ENAH:Q8N8S7:OID20497:v1,OID20497,ENAH,Inflammation,ENAH,Q8N8S7,1,225486829,225653142,1:01,0.59%,11.84,0.00%,0.021745
ENDOU:P21128:OID31498:v1,OID31498,ENDOU,Oncology_II,ENDOU,P21128,12,47709734,47725567,1:01,0.31%,4.97,5.99%,0.007219
ENG:P17813:OID20287:v1,OID20287,ENG,Cardiometabolic,ENG,P17813,9,127815013,127854658,0.111111111,0.03%,3.77,0.00%,0.005938
ENO1:P06733:OID21037:v1,OID21037,ENO1,Neurology,ENO1,P06733,1,8861000,8879190,1:10,0.04%,7.51,0.90%,0.087877
ENO2:P09104:OID21046:v1,OID21046,ENO2,Neurology,ENO2,P09104,12,6913745,6923698,1:10,0.04%,5.6,0.00%,0.082403
ENO3:P13929:OID30209:v1,OID30209,ENO3,Cardiometabolic_II,ENO3,P13929,17,4948092,4957131,1:01,3.06%,8.22,0.00%,0.004261
ENOPH1:Q9UHY7:OID31349:v1,OID31349,ENOPH1,Oncology_II,ENOPH1,Q9UHY7,4,82430590,82461177,1:01,82.24%,5.5,0.00%,0.0077
ENOX2:Q16206:OID30152:v1,OID30152,ENOX2,Cardiometabolic_II,ENOX2,Q16206,X,130622325,130903234,1:01,77.72%,5.6,0.00%,0.042137
ENPEP:Q07075:OID30135:v1,OID30135,ENPEP,Cardiometabolic_II,ENPEP,Q07075,4,110365733,110565285,1:01,86.94%,6.08,0.00%,0.002616
ENPP2:Q13822:OID20288:v1,OID20288,ENPP2,Cardiometabolic,ENPP2,Q13822,8,119557086,119673453,0.111111111,0.05%,4.29,0.00%,0.004556
ENPP5:Q9UJA9:OID20736:v1,OID20736,ENPP5,Inflammation,ENPP5,Q9UJA9,6,46159185,46170980,1:10,0.02%,4.5,0.00%,0.003027
ENPP6:Q6UWR7:OID30273:v1,OID30273,ENPP6,Cardiometabolic_II,ENPP6,Q6UWR7,4,184088706,184221230,1:01,0.04%,5.47,0.00%,0.006105
ENPP7:Q6UWV6:OID20689:v1,OID20689,ENPP7,Inflammation,ENPP7,Q6UWV6,17,79730943,79742219,1:10,0.02%,3.8,3.59%,0.002946
ENSA:O43768:OID31355:v1,OID31355,ENSA,Oncology_II,ENSA,O43768,1,150600851,150629612,1:01,62.30%,6.2,0.00%,0.028148
ENTPD2:Q9Y5L3:OID21260:v1,OID21260,ENTPD2,Oncology,ENTPD2,Q9Y5L3,9,137048107,137054061,1:01,0.97%,9.08,0.00%,0.003519
ENTPD5:O75356:OID20104:v1,OID20104,ENTPD5,Cardiometabolic,ENTPD5,O75356,14,73958010,74019399,1:01,0.03%,5.91,0.00%,0.002714
ENTPD6:O75354:OID20100:v1,OID20100,ENTPD6,Cardiometabolic,ENTPD6,O75354,20,25195693,25228075,1:01,0.13%,5.97,0.00%,0.002937
ENTR1:Q96C92:OID30231:v1,OID30231,ENTR1,Cardiometabolic_II,ENTR1,Q96C92,9,136401922,136410614,1:01,0.09%,6.51,0.00%,0.045349
EP300:Q09472:OID30438:v1,OID30438,EP300,Inflammation_II,EP300,Q09472,22,41092592,41180077,1:01,94.05%,6.85,0.00%,0.0182
EPB41L5:Q9HCM4:OID30886:v1,OID30886,EPB41L5,Neurology_II,EPB41L5,Q9HCM4,2,120013077,120179119,1:01,38.02%,11.43,0.00%,0.003401
EPCAM:P16422:OID20743:v1,OID20743,EPCAM,Inflammation,EPCAM,P16422,2,47345158,47387601,1:10,0.01%,3.75,0.45%,0.005183
EPGN:Q6UW88:OID31373:v1,OID31373,EPGN,Oncology_II,EPGN,Q6UW88,4,74308470,74316789,1:01,77.29%,4.69,0.00%,0.002145
EPHA1:P21709:OID20677:v1,OID20677,EPHA1,Inflammation,EPHA1,P21709,7,143390289,143408856,1:10,0.02%,3.55,0.15%,0.007601
EPHA10:Q5JZY3:OID20840:v1,OID20840,EPHA10,Neurology,EPHA10,Q5JZY3,1,37713880,37765133,1:01,72.54%,9.65,0.00%,0.003817
EPHA2:P29317:OID21342:v1,OID21342,EPHA2,Oncology,EPHA2,P29317,1,16124337,16156069,1:01,0.22%,6.18,3.61%,0.003213
EPHA4:P54764:OID30622:v1,OID30622,EPHA4,Inflammation_II,EPHA4,P54764,2,221418027,221574202,1:10,0.06%,5.95,0.00%,0.005992
EPHB4:P54760:OID20242:v1,OID20242,EPHB4,Cardiometabolic,EPHB4,P54760,7,100802565,100827523,0.111111111,0.03%,4.71,0.00%,0.003892
EPHB6:O15197:OID20982:v1,OID20982,EPHB6,Neurology,EPHB6,O15197,7,142855061,142871094,1:01,0.02%,6.23,0.15%,0.004112
EPHX2:P34913:OID20119:v1,OID20119,EPHX2,Cardiometabolic,EPHX2,P34913,8,27490781,27545564,1:01,66.35%,9.67,0.00%,0.006545
EPN1:Q9Y6I3:OID31252:v1,OID31252,EPN1,Oncology_II,EPN1,Q9Y6I3,19,55675226,55709858,1:01,90.53%,6.29,0.00%,0.005239
EPO:P01588:OID20522:v1,OID20522,EPO,Inflammation,EPO,P01588,7,100720468,100723700,1:01,1.42%,8.67,0.00%,0.00437
EPPK1:P58107:OID30250:v1,OID30250,EPPK1,Cardiometabolic_II,EPPK1,P58107,8,143857324,143878467,1:01,0.07%,5.3,0.00%,0.026338
EPS8L2:Q9H6S3:OID21397:v1,OID21397,EPS8L2,Oncology,EPS8L2,Q9H6S3,11,694438,727727,1:01,0.04%,4.04,0.15%,0.003943
ERBB2:P04626:OID21520:v1,OID21520,ERBB2,Oncology,ERBB2,P04626,17,39687914,39730426,1:10,0.03%,4.66,0.00%,0.005827
ERBB3:P21860:OID20705:v1,OID20705,ERBB3,Inflammation,ERBB3,P21860,12,56076799,56103505,1:10,0.02%,3.38,0.75%,0.002535
ERBB4:Q15303:OID21510:v1,OID21510,ERBB4,Oncology,ERBB4,Q15303,2,211375717,212538841,1:10,0.03%,5,0.00%,0.005053
ERBIN:Q96RT1:OID21323:v1,OID21323,ERBIN,Oncology,ERBIN,Q96RT1,5,65926556,66082546,1:01,0.07%,10.1,0.00%,0.081278
ERC2:O15083:OID30880:v1,OID30880,ERC2,Neurology_II,ERC2,O15083,3,55508311,56469095,1:01,57.36%,7.71,0.00%,0.005373
ERCC1:P07992:OID31223:v1,OID31223,ERCC1,Oncology_II,ERCC1,P07992,19,45407334,45478828,1:01,94.56%,5.29,0.00%,0.003004
EREG:O14944:OID20905:v1,OID20905,EREG,Neurology,EREG,O14944,4,74365145,74388749,1:01,0.21%,9.93,0.15%,0.026459
ERI1:Q8IV48:OID31317:v1,OID31317,ERI1,Oncology_II,ERI1,Q8IV48,8,9002147,9116746,1:01,94.39%,6.73,0.00%,0.036042
ERMAP:Q96PL5:OID30539:v1,OID30539,ERMAP,Inflammation_II,ERMAP,Q96PL5,1,42817122,42844991,1:01,0.07%,9.26,0.00%,0.031061
ERN1:O75460:OID31391:v1,OID31391,ERN1,Oncology_II,ERN1,O75460,17,64039080,64130819,1:01,0.10%,6.55,0.00%,0.009876
ERP29:P30040:OID30578:v1,OID30578,ERP29,Inflammation_II,ERP29,P30040,12,112013348,112023449,1:10,0.08%,10.39,0.00%,0.069624
ERP44:Q9BS26:OID21338:v1,OID21338,ERP44,Oncology,ERP44,Q9BS26,9,99979185,100099052,1:01,0.04%,4.89,0.15%,0.02742
ERVV-1:B6SEH8:OID30094:v1,OID30094,ERVV-1,Cardiometabolic_II,ERVV-1,B6SEH8,19,53013921,53016123,1:01,85.51%,9.56,0.00%,0.002832
ESAM:Q96AP7:OID20270:v1,OID20270,ESAM,Cardiometabolic,ESAM,Q96AP7,11,124752583,124762290,0.111111111,0.03%,4.88,0.00%,0.011068
ESM1:Q9NQ30:OID20758:v1,OID20758,ESM1,Inflammation,ESM1,Q9NQ30,5,54977867,55022671,1:10,0.02%,4.06,0.45%,0.00434
ESPL1:Q14674:OID31176:v1,OID31176,ESPL1,Oncology_II,ESPL1,Q14674,12,53268299,53293638,1:01,83.84%,5.79,0.00%,0.003424
ESR1:P03372:OID30434:v1,OID30434,ESR1,Inflammation_II,ESR1,P03372,6,151656691,152129619,1:01,90.79%,8.72,0.00%,0.00184
ESYT2:A0FGR8:OID31134:v1,OID31134,ESYT2,Neurology_II,ESYT2,A0FGR8,7,158730995,158830253,1:01,0.05%,11.77,0.00%,0.071926
EVI2B:P34910:OID31227:v1,OID31227,EVI2B,Oncology_II,EVI2B,P34910,17,31303770,31314105,1:01,75.78%,6.98,0.00%,0.001949
EVI5:O60447:OID30519:v1,OID30519,EVI5,Inflammation_II,EVI5,O60447,1,92508696,92792404,1:01,4.47%,7.82,0.00%,0.081644
EVPL:Q92817:OID31309:v1,OID31309,EVPL,Oncology_II,EVPL,Q92817,17,76004502,76027306,1:01,81.00%,6.54,0.00%,0.003985
EXOSC10:Q01780:OID30083:v1,OID30083,EXOSC10,Cardiometabolic_II,EXOSC10,Q01780,1,11066618,11099869,1:01,69.48%,6.89,0.00%,0.006473
